Area,Mean Temp,Min Temp,Max Temp,Time,Treatment,Genotype,Repeat,TemperatureChange
16,18.8,18.719,18.942,4hours,FR,Col-0,3,1.4681
16,18.729,18.56,18.978,4hours,FR,Col-0,3,1.3971
16,18.989,18.841,19.164,4hours,FR,Col-0,3,1.6571
16,19.425,19.35,19.55,4hours,FRUV,Col-0,3,1.9599
16,19.684,19.572,19.778,4hours,FRUV,Col-0,3,2.2189
16,19.709,19.622,19.85,4hours,FRUV,Col-0,3,2.2439
16,19.464,19.336,19.586,4hours,FRUV,Col-0,3,1.9989
16,19.503,19.422,19.679,4hours,FRUV,Col-0,3,2.0379
16,19.669,19.579,19.864,4hours,FRUV,Col-0,3,2.2039
16,19.543,19.386,19.7,4hours,FRUV,Col-0,3,2.0779
16,19.306,19.207,19.436,4hours,FRUV,Col-0,3,1.8409
16,19.753,19.622,19.914,4hours,FRUV,Col-0,3,2.2879
16,19.647,19.5,19.871,4hours,FRUV,Col-0,3,2.1819
16,18.413,18.308,18.503,6hours,WL,Col-0,3,0.6508
16,18.345,18.221,18.431,6hours,WL,Col-0,3,0.5828
16,18.596,18.481,18.69,6hours,WL,Col-0,3,0.8338
16,18.572,18.409,18.697,6hours,WL,Col-0,3,0.8098
16,18.776,18.596,18.92,6hours,WL,Col-0,3,1.0138
16,19.023,18.927,19.207,6hours,WL,Col-0,3,1.2608
16,18.781,18.676,18.834,6hours,WL,Col-0,3,1.0188
16,18.802,18.733,18.935,6hours,WL,Col-0,3,1.0398
16,18.933,18.848,19.049,6hours,WL,Col-0,3,1.1708
16,18.895,18.834,18.999,6hours,WL,Col-0,3,1.1328
16,19.295,19.207,19.386,6hours,UV,Col-0,3,1.5557
16,19.251,19.128,19.579,6hours,UV,Col-0,3,1.5117
16,18.876,18.726,18.999,6hours,UV,Col-0,3,1.1367
16,19.186,19.021,19.322,6hours,UV,Col-0,3,1.4467
16,18.977,18.87,19.257,6hours,UV,Col-0,3,1.2377
16,19.093,18.956,19.271,6hours,UV,Col-0,3,1.3537
16,19.026,18.942,19.271,6hours,UV,Col-0,3,1.2867
16,18.783,18.704,18.92,6hours,UV,Col-0,3,1.0437
16,19.026,18.841,19.186,6hours,UV,Col-0,3,1.2867
16,19.217,19.107,19.322,6hours,UV,Col-0,3,1.4777
16,18.42,18.228,18.596,6hours,FR,Col-0,3,1.0881
16,18.423,18.329,18.64,6hours,FR,Col-0,3,1.0911
16,18.5,18.38,18.64,6hours,FR,Col-0,3,1.1681
16,18.259,18.113,18.438,6hours,FR,Col-0,3,0.9271
16,18.633,18.517,18.805,6hours,FR,Col-0,3,1.3011
16,18.489,18.351,18.647,6hours,FR,Col-0,3,1.1571
16,18.797,18.676,18.87,6hours,FR,Col-0,3,1.4651
16,18.605,18.459,18.762,6hours,FR,Col-0,3,1.2731
16,18.418,18.344,18.51,6hours,FR,Col-0,3,1.0861
16,18.896,18.805,18.999,6hours,FR,Col-0,3,1.5641
16,18.667,18.503,18.877,6hours,FRUV,Col-0,3,1.2019
16,18.943,18.812,19.314,6hours,FRUV,Col-0,3,1.4779
16,18.6,18.488,18.855,6hours,FRUV,Col-0,3,1.1349
16,19.215,19.049,19.422,6hours,FRUV,Col-0,3,1.7499
16,18.732,18.69,18.827,6hours,FRUV,Col-0,3,1.2669
16,18.749,18.611,18.927,6hours,FRUV,Col-0,3,1.2839
16,19.274,19.071,19.415,6hours,FRUV,Col-0,3,1.8089
16,18.935,18.726,19.236,6hours,FRUV,Col-0,3,1.4699
16,19.022,18.848,19.157,6hours,FRUV,Col-0,3,1.5569
16,19.323,19.221,19.457,6hours,FRUV,Col-0,3,1.8579
