Index,Width,Length,Treatment,Genotype,Plant,Repeat
56,2.394688,11.98336,WL,Col-0,2,2
57,1.762536,12.375448,WL,Col-0,2,2
58,2.934584,15.314496,WL,Col-0,2,2
59,2.680136,10.529584,WL,Col-0,2,2
60,1.953992,8.693888,UV,blus1-3,4,2
61,1.8352,9.227088,UV,blus1-3,4,2
62,1.986728,9.060184,UV,blus1-3,4,2
63,0.592224,12.335272,UV,blus1-3,4,2
64,2.526872,11.443712,UV,blus1-3,4,2
65,2.12908,11.876224,UV,blus1-3,4,2
66,1.726328,7.693952,UV,blus1-3,4,2
67,3.130504,12.29832,UV,blus1-3,4,2
68,1.274472,8.8598,UV,blus1-3,4,2
69,2.029136,8.196152,UV,blus1-3,4,2
70,1.552728,9.646456,UV,blus1-3,4,2
71,2.252832,10.728976,UV,blus1-3,4,2
108,2.523152,10.3354,WL,blus1-3,3,2
109,2.678896,9.29752,WL,blus1-3,3,2
110,2.532328,10.646392,WL,blus1-3,3,2
111,1.14328,12.840448,WL,blus1-3,3,2
112,2.418992,12.404712,WL,blus1-3,3,2
113,0.622976,11.807528,WL,blus1-3,3,2
114,1.38384,13.345376,WL,blus1-3,3,2
115,0.941408,8.993968,WL,blus1-3,3,2
116,1.333248,13.124904,WL,blus1-3,3,2
117,2.058648,9.793272,WL,blus1-3,3,2
118,2.096344,10.4036,WL,blus1-3,3,2
119,2.552168,9.466408,WL,blus1-3,3,2
58,1.73724,10.094096,Predawn,blus1-3,1,3
59,0.610328,12.590216,Predawn,blus1-3,1,3
60,2.5668,12.587488,Predawn,blus1-3,1,3
61,1.38136,12.894512,Predawn,blus1-3,1,3
62,0.679768,15.119072,Predawn,blus1-3,1,3
63,1.434432,12.385368,Predawn,blus1-3,1,3
64,2.143464,9.215184,Predawn,blus1-3,1,3
65,3.32568,9.667288,Predawn,blus1-3,1,3
66,0.90272,17.099104,Predawn,blus1-3,1,3
67,2.263,13.896184,Predawn,blus1-3,1,3
68,0.456568,15.59052,Predawn,blus1-3,1,3
69,0.837,14.11492,Predawn,blus1-3,1,3
70,2.514968,8.974376,WL,Col-0,4,3
71,1.812384,11.326904,WL,Col-0,4,3
72,2.3932,12.629896,WL,Col-0,4,3
73,3.84524,13.0944,WL,Col-0,4,3
74,3.716528,11.536712,WL,Col-0,4,3
75,1.878848,6.626312,WL,Col-0,4,3
76,1.45576,9.425488,WL,Col-0,4,3
77,3.111904,9.57652,WL,Col-0,4,3
78,1.71988,10.202472,WL,Col-0,4,3
79,2.437592,12.3628,WL,Col-0,4,3
80,2.304416,9.587432,WL,Col-0,4,3
81,2.052696,10.93308,WL,Col-0,2,3
82,1.826768,8.581048,WL,Col-0,2,3
83,0.62,12.056768,WL,Col-0,2,3
84,1.91704,8.388104,WL,Col-0,2,3
85,0.460784,8.531696,WL,Col-0,2,3
86,0.974888,10.572488,WL,Col-0,2,3
87,1.033912,11.572176,WL,Col-0,2,3
88,0.68696,8.258648,WL,Col-0,2,3
89,2.258536,10.635728,WL,Col-0,2,3
90,0.67704,14.741864,WL,Col-0,2,3
91,0.596192,12.011136,WL,Col-0,2,3
92,0.68696,7.443472,WL,Col-0,2,3
105,3.430832,5.791048,Predawn,blus1-3,3,3
106,2.477024,6.94152,Predawn,blus1-3,3,3
107,2.935824,9.901896,Predawn,blus1-3,3,3
108,2.127096,10.966808,Predawn,blus1-3,3,3
109,4.320656,8.856576,Predawn,blus1-3,3,3
110,3.001792,12.69264,Predawn,blus1-3,3,3
111,1.876616,8.506648,Predawn,blus1-3,3,3
112,2.572008,6.695504,Predawn,blus1-3,3,3
113,2.906808,7.545896,Predawn,blus1-3,3,3
114,3.34304,8.250712,Predawn,blus1-3,3,3
115,3.29716,8.209544,Predawn,blus1-3,3,3
116,2.489176,7.135704,Predawn,blus1-3,3,3
0,0.341,12.461256,UV,blus1-3,3,3
1,0.499968,8.091248,UV,blus1-3,3,3
2,0.667864,9.651168,UV,blus1-3,3,3
3,1.39748,6.415016,UV,blus1-3,3,3
4,0.22568,7.899544,UV,blus1-3,3,3
5,0.45136,9.349352,UV,blus1-3,3,3
6,1.213712,10.418232,UV,blus1-3,3,3
7,0.600656,9.900656,UV,blus1-3,3,3
8,0.388368,9.061672,UV,blus1-3,3,3
9,0.51956,8.920808,UV,blus1-3,3,3
10,0.620744,11.031536,UV,blus1-3,3,3
11,0.775,10.043752,UV,blus1-3,3,3
12,2.682616,7.658984,UV,blus1-3,1,3
13,3.457864,10.881744,UV,blus1-3,1,3
14,1.265048,9.26528,UV,blus1-3,1,3
15,2.71684,10.77436,UV,blus1-3,1,3
16,2.445776,8.348672,UV,blus1-3,1,3
17,1.543552,8.9466,UV,blus1-3,1,3
18,3.314024,7.506216,UV,blus1-3,1,3
19,4.712496,9.727056,UV,blus1-3,1,3
20,4.439448,8.658176,UV,blus1-3,1,3
21,2.270688,11.134208,UV,blus1-3,1,3
22,2.550928,13.245184,UV,blus1-3,1,3
23,3.670648,12.004936,UV,blus1-3,1,3
36,3.326176,11.40552,UV,Col-0,3,3
37,4.457304,8.078104,UV,Col-0,3,3
38,3.28724,8.089264,UV,Col-0,3,3
39,3.526064,17.124648,UV,Col-0,3,3
40,3.568472,9.589664,UV,Col-0,3,3
41,3.64932,15.263408,UV,Col-0,3,3
42,2.611936,10.07996,UV,Col-0,3,3
43,2.646656,7.70288,UV,Col-0,3,3
44,4.941152,15.609864,UV,Col-0,3,3
45,2.805872,7.292192,UV,Col-0,3,3
46,2.893664,11.432304,UV,Col-0,3,3
47,3.379248,9.020256,UV,Col-0,3,3
48,1.834208,11.842744,Predawn,Col-0,2,3
49,2.408824,5.919016,Predawn,Col-0,2,3
50,0.822864,6.364424,Predawn,Col-0,2,3
51,1.72608,7.033032,Predawn,Col-0,2,3
52,1.42724,9.816584,Predawn,Col-0,2,3
53,0.703824,11.137184,Predawn,Col-0,2,3
54,0.6882,11.192984,Predawn,Col-0,2,3
55,1.630352,8.829048,Predawn,Col-0,2,3
56,0.447144,7.5516,Predawn,Col-0,2,3
57,0.4216,8.6614,Predawn,Col-0,2,3
58,1.52024,13.374144,Predawn,Col-0,2,3
59,0.752184,9.531632,Predawn,Col-0,2,3
0,2.17,9.382832,Predawn,blus1-3,2,3
1,2.21712,6.260016,Predawn,blus1-3,2,3
2,1.256864,9.498896,Predawn,blus1-3,2,3
3,1.428728,7.672128,Predawn,blus1-3,2,3
4,1.289352,12.30576,Predawn,blus1-3,2,3
5,3.117608,11.569448,Predawn,blus1-3,2,3
6,2.89788,7.13,Predawn,blus1-3,2,3
7,3.021632,8.958752,Predawn,blus1-3,2,3
8,2.850512,7.535976,Predawn,blus1-3,2,3
9,1.639032,6.336896,Predawn,blus1-3,2,3
10,1.641512,10.615144,Predawn,blus1-3,2,3
11,1.085,11.036496,WL,blus1-3,3,3
12,1.715168,14.75724,WL,blus1-3,3,3
13,2.242664,12.240784,WL,blus1-3,3,3
14,3.565496,10.678632,WL,blus1-3,3,3
15,2.833648,9.964888,WL,blus1-3,3,3
16,1.123192,11.72668,WL,blus1-3,3,3
17,1.775432,6.28556,WL,blus1-3,3,3
18,2.447016,8.483832,WL,blus1-3,3,3
19,2.899616,14.257768,WL,blus1-3,3,3
20,3.658496,10.509,WL,blus1-3,3,3
21,2.602016,7.139672,WL,blus1-3,3,3
22,2.544728,6.729232,WL,blus1-3,3,3
47,1.0168,10.285552,Predawn,Col-0,3,3
48,0.487816,10.093848,Predawn,Col-0,3,3
49,0.57164,15.120312,Predawn,Col-0,3,3
50,1.242728,6.865136,Predawn,Col-0,3,3
51,0.694648,11.936736,Predawn,Col-0,3,3
52,1.272736,8.061736,Predawn,Col-0,3,3
53,0.645544,11.061544,Predawn,Col-0,3,3
54,1.113024,9.108296,Predawn,Col-0,3,3
55,1.749392,10.46188,Predawn,Col-0,3,3
56,0.920824,10.370616,Predawn,Col-0,3,3
57,1.427984,6.541,Predawn,Col-0,3,3
58,0.868992,11.881184,Predawn,Col-0,3,3
59,2.648144,18.720776,WL,blus1-3,4,3
60,2.054432,12.853096,WL,blus1-3,4,3
61,4.23212,18.480464,WL,blus1-3,4,3
62,1.03664,18.108712,WL,blus1-3,4,3
63,2.500336,12.867728,WL,blus1-3,4,3
64,0.946368,12.671808,WL,blus1-3,4,3
65,4.28916,10.940272,WL,blus1-3,4,3
66,4.953056,11.823896,WL,blus1-3,4,3
67,2.30144,15.819672,WL,blus1-3,4,3
68,3.953616,20.406928,WL,blus1-3,4,3
69,1.436168,10.311096,WL,blus1-3,4,3
70,0.626944,17.713152,WL,blus1-3,4,3
71,5.146496,12.767784,UV,Col-0,1,3
72,2.445528,12.73728,UV,Col-0,1,3
73,5.64944,10.937792,UV,Col-0,1,3
74,1.899928,10.150144,UV,Col-0,1,3
75,2.401632,9.970592,UV,Col-0,1,3
76,2.175456,9.891232,UV,Col-0,1,3
77,3.701896,9.456984,UV,Col-0,1,3
78,3.725208,12.656432,UV,Col-0,1,3
79,1.500896,10.508504,UV,Col-0,1,3
80,3.724712,12.62568,UV,Col-0,1,3
81,2.123128,8.406208,UV,Col-0,1,3
82,1.766752,9.56164,UV,Col-0,1,3
0,1.58224,13.137552,WL,Col-0,3,3
1,2.41428,9.616944,WL,Col-0,3,3
2,0.798312,11.521336,WL,Col-0,3,3
3,1.766752,8.968176,WL,Col-0,3,3
4,1.069376,7.594752,WL,Col-0,3,3
5,0.511376,8.311968,WL,Col-0,3,3
6,1.095664,6.871336,WL,Col-0,3,3
7,0.723664,7.759672,WL,Col-0,3,3
8,1.66656,9.844112,WL,Col-0,3,3
9,1.949776,8.989008,WL,Col-0,3,3
10,1.803952,12.364536,WL,Col-0,3,3
11,1.771216,10.600512,WL,Col-0,3,3
12,4.317928,11.180584,WL,blus1-3,2,3
13,1.281912,12.997432,WL,blus1-3,2,3
14,3.083384,11.550104,WL,blus1-3,2,3
15,2.677408,7.409,WL,blus1-3,2,3
16,3.376024,10.544712,WL,blus1-3,2,3
17,3.909968,11.499016,WL,blus1-3,2,3
18,2.80364,10.409056,WL,blus1-3,2,3
19,2.62012,8.754896,WL,blus1-3,2,3
20,4.973888,19.158744,WL,blus1-3,2,3
21,2.7962,7.651048,WL,blus1-3,2,3
22,3.485888,6.96756,WL,blus1-3,2,3
23,3.77456,8.90816,WL,blus1-3,2,3
24,2.500832,8.144072,WL,blus1-3,1,3
25,2.787024,7.910208,WL,blus1-3,1,3
26,2.5668,7.9112,WL,blus1-3,1,3
27,2.48496,7.781992,WL,blus1-3,1,3
28,1.785104,9.019512,WL,blus1-3,1,3
29,3.233672,11.06948,WL,blus1-3,1,3
30,2.505792,8.80896,WL,blus1-3,1,3
31,2.444288,11.699896,WL,blus1-3,1,3
32,2.517944,8.153248,WL,blus1-3,1,3
33,2.289784,7.742064,WL,blus1-3,1,3
34,1.405664,6.664008,WL,blus1-3,1,3
35,1.81412,6.078728,WL,blus1-3,1,3
36,1.361768,9.299256,Predawn,blus1-3,4,3
37,0.986048,12.555992,Predawn,blus1-3,4,3
38,0.588256,9.623144,Predawn,blus1-3,4,3
39,1.20156,12.373712,Predawn,blus1-3,4,3
40,1.36648,10.675408,Predawn,blus1-3,4,3
41,0.903712,11.36088,Predawn,blus1-3,4,3
42,2.84456,10.18288,Predawn,blus1-3,4,3
43,1.59464,7.394616,Predawn,blus1-3,4,3
44,1.930432,9.869656,Predawn,blus1-3,4,3
45,1.549256,11.839024,Predawn,blus1-3,4,3
46,2.909784,6.072032,Predawn,blus1-3,4,3
47,1.09368,10.548184,Predawn,blus1-3,4,3
60,0.930496,7.843992,WL,Col-0,1,3
61,2.0522,5.607032,WL,Col-0,1,3
62,3.394376,7.264664,WL,Col-0,1,3
63,2.537784,12.447864,WL,Col-0,1,3
64,2.77884,10.371112,WL,Col-0,1,3
65,0.875936,13.11424,WL,Col-0,1,3
66,2.177192,10.36268,WL,Col-0,1,3
67,1.860496,7.905,WL,Col-0,1,3
68,2.68708,12.121992,WL,Col-0,1,3
69,1.502384,11.831584,WL,Col-0,1,3
70,2.438584,12.276992,WL,Col-0,1,3
71,1.5934,8.854344,WL,Col-0,1,3
72,1.012088,11.917144,Predawn,Col-0,4,3
73,0.639096,8.47416,Predawn,Col-0,4,3
74,0.86304,8.375952,Predawn,Col-0,4,3
75,0.529728,12.081568,Predawn,Col-0,4,3
76,1.25612,14.81304,Predawn,Col-0,4,3
77,1.240248,11.344016,Predawn,Col-0,4,3
78,1.157416,13.165576,Predawn,Col-0,4,3
79,1.745176,11.18728,Predawn,Col-0,4,3
80,0.537416,9.085232,Predawn,Col-0,4,3
81,0.335296,6.540504,Predawn,Col-0,4,3
82,0.330584,12.548304,Predawn,Col-0,4,3
83,0.645544,9.94108,Predawn,Col-0,4,3
0,2.73544,13.953472,UV,Col-0,2,3
1,2.470824,6.985664,UV,Col-0,2,3
2,1.42352,7.433552,UV,Col-0,2,3
3,1.073096,9.268504,UV,Col-0,2,3
4,4.199632,13.681664,UV,Col-0,2,3
5,2.452224,10.790232,UV,Col-0,2,3
6,2.780576,10.425672,UV,Col-0,2,3
7,3.587568,10.183376,UV,Col-0,2,3
8,2.739408,8.068928,UV,Col-0,2,3
9,3.046432,8.026024,UV,Col-0,2,3
10,3.092808,10.986896,UV,Col-0,2,3
11,1.830736,11.764128,UV,Col-0,2,3
12,2.288544,10.719304,UV,Col-0,4,3
13,1.29456,12.162168,UV,Col-0,4,3
14,2.764704,11.383696,UV,Col-0,4,3
15,2.191576,10.04648,UV,Col-0,4,3
16,3.251528,8.118032,UV,Col-0,4,3
17,1.730544,10.14568,UV,Col-0,4,3
18,2.617392,10.762208,UV,Col-0,4,3
19,2.769168,10.758736,UV,Col-0,4,3
20,3.637664,10.482216,UV,Col-0,4,3
21,3.275584,10.209912,UV,Col-0,4,3
22,2.4986,6.572248,UV,Col-0,4,3
23,1.498912,10.281336,UV,Col-0,4,3
24,3.725208,9.480296,UV,blus1-3,4,3
25,3.424136,8.080336,UV,blus1-3,4,3
26,2.082456,6.303664,UV,blus1-3,4,3
27,1.240248,11.527784,UV,blus1-3,4,3
28,3.3914,8.718192,UV,blus1-3,4,3
29,3.35544,8.862776,UV,blus1-3,4,3
30,2.327976,8.624944,UV,blus1-3,4,3
31,2.893664,6.792472,UV,blus1-3,4,3
32,2.471816,6.887456,UV,blus1-3,4,3
33,3.595008,10.764688,UV,blus1-3,4,3
34,2.265232,12.39876,UV,blus1-3,4,3
35,2.780328,8.209048,UV,blus1-3,4,3
36,0.645048,9.287848,Predawn,Col-0,1,3
37,0.513112,10.3478,Predawn,Col-0,1,3
38,0.739536,10.962592,Predawn,Col-0,1,3
39,2.28408,11.96848,Predawn,Col-0,1,3
40,1.126664,8.86476,Predawn,Col-0,1,3
41,0.601896,11.167688,Predawn,Col-0,1,3
42,0.88164,10.07624,Predawn,Col-0,1,3
43,0.434992,9.939344,Predawn,Col-0,1,3
44,0.938184,11.719736,Predawn,Col-0,1,3
45,0.57908,10.528096,Predawn,Col-0,1,3
46,0.877176,9.824768,Predawn,Col-0,1,3
47,2.52216,8.208304,Predawn,Col-0,1,3
84,2.30516,7.757192,UV,blus1-3,2,3
85,1.302248,10.6454,UV,blus1-3,2,3
86,1.49668,6.705424,UV,blus1-3,2,3
87,0.403,10.149152,UV,blus1-3,2,3
88,2.421224,8.941888,UV,blus1-3,2,3
89,1.996648,7.831344,UV,blus1-3,2,3
90,2.861424,9.090936,UV,blus1-3,2,3
91,1.240744,8.80524,UV,blus1-3,2,3
92,1.477832,8.654456,UV,blus1-3,2,3
93,2.046992,9.33224,UV,blus1-3,2,3
94,1.987968,9.201296,UV,blus1-3,2,3
95,1.271,7.812,UV,blus1-3,2,3
