"Genotype","Treatment","Plant","Width","Length","Repeat"
"pif4","FR",3,1.88747921412861,8.88570564731593,2
"pif4","FR",3,2.72701888031328,6.07304976095905,2
"pif4","FR",3,2.07484110307371,8.98396544904804,2
"pif4","FR",3,2.20181157735223,10.0702683956531,2
"pif4","FR",3,3.01783819274458,6.4752466824066,2
"pif4","PreDawn",2,1.37637974164296,7.35908988639995,2
"pif4","PreDawn",2,0.874190477878607,10.9150056835919,2
"pif4","PreDawn",2,0.524959797163229,9.19484038878546,2
"pif4","PreDawn",2,0.833104515441503,9.78538922236936,2
"pif4","PreDawn",2,0.993488272424894,7.34275450374423,2
"pif4","PreDawn",2,1.05041460592209,7.17643060761331,2
"pif4","PreDawn",2,0.628664726447243,7.43730171850913,2
"pif4","PreDawn",2,2.17235838741238,6.29877504856531,2
"pif4","PreDawn",2,1.42315833742978,6.37797690386575,2
"pif4","PreDawn",2,1.58477962340224,8.33723279936038,2
"pif4","WL",2,4.00340627963943,13.5269343679217,2
"pif4","WL",2,2.92452850696875,7.56724226236142,2
"pif4","WL",2,2.61836383507298,9.35596666316229,2
"pif4","WL",2,1.83822556036365,9.84924571820534,2
"pif4","WL",2,3.14678871340561,8.20927230189061,2
"pif4","WL",2,2.95546673169548,8.48870634762247,2
"pif4","WL",2,2.60549353358666,9.58688957252264,2
"pif4","WL",2,1.7713989949539,9.39952768357753,2
"pif4","WL",2,2.91982589681028,8.93842438225028,2
"pif4","WL",2,2.83220884438417,8.35802328637675,2
"pif47","FR",2,4.0402846435137,10.8905026096083,2
"pif47","FR",2,5.6921383381235,9.00351840707533,2
"pif47","FR",2,3.18787467584271,6.95243786059175,2
"pif47","FR",2,3.49007925497345,9.461404133031,2
"pif47","FR",2,2.92551853016,8.53449492021804,2
"pif47","FR",2,3.014620617373,7.82935090224631,2
"pif47","FR",2,3.04778639428006,10.5229564998547,2
"pif47","FR",2,2.73939417020397,8.50603175346944,2
"pif47","FR",2,2.42035919682188,11.6305449450718,2
"pif47","FR",2,2.19463390921563,8.43153250832747,2
"Col-0","WL",1,2.5597049609911,7.4278964981922,2
"Col-0","WL",1,2.67949776713301,11.9602226677599,2
"Col-0","WL",1,3.19950744833996,8.70997653086808,2
"Col-0","WL",1,2.91636081564089,13.4284270603918,2
"Col-0","WL",1,2.6614298438926,8.20135211636056,2
"Col-0","WL",1,3.10817780894664,7.81920316453594,2
"Col-0","WL",1,3.53438279278214,8.09517212909841,2
"Col-0","WL",1,2.31566424434661,8.06076882320228,2
"Col-0","WL",1,3.48067403465652,6.96110056351524,2
"Col-0","WL",1,1.88178658077889,8.58424358557863,2
"pif47","WL",1,2.53272682902938,12.8475309529226,2
"pif47","WL",1,3.03046098843309,6.83957521678862,2
"pif47","WL",1,2.81339840375032,8.7532900454855,2
"pif47","WL",1,5.89459808073525,10.1299172929263,2
"pif47","WL",1,3.4784464824762,7.72119086860165,2
"pif47","WL",1,1.0756601972991,10.9033729110946,2
"pif47","WL",1,3.37127647202279,6.76260091366851,2
"pif47","WL",1,3.90588899530076,12.590372428994,2
"pif47","WL",1,5.1604958844193,8.02735554049741,2
"pif47","WL",1,3.19925994254215,6.57325897834089,2
"pif4","PreDawn",3,2.87997746336225,8.31322473697244,2
"pif4","PreDawn",3,1.58601715239131,9.91136967345663,2
"pif4","PreDawn",3,1.46226425348437,9.38343980671963,2
"pif4","PreDawn",3,0.691778704889781,10.3779181023358,2
"pif4","PreDawn",3,1.44444383604177,10.3591076617019,2
"pif4","PreDawn",3,1.80406976026534,8.61146922333815,2
"pif4","PreDawn",3,0.765287926840502,8.43450257790123,2
"pif4","PreDawn",3,1.01452626523907,14.9191544806248,2
"pif4","PreDawn",3,1.0667499885778,7.15291755682099,2
"pif4","PreDawn",3,1.89119180109582,7.79791766592395,2
"Col-0","WL",1,2.47654301292563,6.92347968224753,3
"Col-0","WL",1,1.8676787503035,6.82546738631323,3
"Col-0","WL",1,1.62982567860437,5.61664906979027,3
"Col-0","WL",1,3.63289010031206,8.96886759538139,3
"Col-0","WL",1,2.50055107531358,7.15044249884285,3
"Col-0","WL",1,1.44444383604177,7.38953309953105,3
"Col-0","WL",1,1.54814876532579,5.85301710670252,3
"Col-0","WL",1,4.33333150812532,8.83966956892255,3
"Col-0","WL",1,2.90844063011085,7.42987654457471,3
"Col-0","WL",1,2.20329661213912,7.26602770642193,3
"Col-0","PreDawn",2,0.612576849589341,10.0195297071013,3
"Col-0","PreDawn",2,1.46696686364284,7.15811517857508,3
"Col-0","PreDawn",2,1.75011349634191,11.5285725563725,3
"Col-0","PreDawn",2,0.941017043288353,10.0462603332652,3
"Col-0","PreDawn",2,0.660345468567419,9.00574595925566,3
"Col-0","PreDawn",2,1.32069093713484,6.6643411119364,3
"Col-0","PreDawn",2,0.988538156468617,9.68514937425475,3
"Col-0","PreDawn",2,0.907851266381294,9.94527796775713,3
"Col-0","PreDawn",2,1.52364569134221,9.35646167475792,3
"Col-0","PreDawn",2,1.22639122816775,6.05646687250552,3
"pif4","FR",3,3.77471092245941,7.62491111325205,3
"pif4","FR",3,2.35204759662525,5.26246827311861,3
"pif4","FR",3,2.04266534935791,7.87885206180908,3
"pif4","FR",3,2.68123030771771,8.93768186485684,3
"pif4","FR",3,1.89020177790456,8.79190094994447,3
"pif4","FR",3,0.821966754539879,10.0685358550684,3
"pif4","FR",3,3.34380332846545,8.07561917107112,3
"pif4","FR",3,2.1119669727458,10.2375823149753,3
"pif4","FR",3,1.99539174197546,6.67176628587082,3
"pif4","FR",3,2.76191719780503,9.39556759081251,3
"pif47","PreDawn",1,1.72957051512336,6.51682765643933,3
"pif47","PreDawn",1,1.81149493419975,5.87182754733637,3
"pif47","PreDawn",1,4.64741636555113,10.1148194392596,3
"pif47","PreDawn",1,2.66365739607292,9.22206602654498,3
"pif47","PreDawn",1,2.08078124222125,10.9541115996465,3
"pif47","PreDawn",1,1.30658310665945,9.3329486239656,3
"pif47","PreDawn",1,1.67165415843491,8.21347990045344,3
"pif47","PreDawn",1,2.10874939737422,6.69057672650467,3
"pif47","PreDawn",1,1.24371663401472,9.40299276474693,3
"pif47","PreDawn",1,1.91841743885535,5.81044610947853,3
"pif4","PreDawn",3,2.02162735654373,8.76888291074778,3
"pif4","PreDawn",3,0.792513564600028,7.09128861316533,3
"pif4","PreDawn",3,1.04793954794395,7.61649591612638,3
"pif4","PreDawn",3,0.346013105343797,10.9338161242257,3
"pif4","PreDawn",3,2.72528633972858,12.0953608333663,3
"pif4","PreDawn",3,2.25329278329752,10.1611030234508,3
"pif4","PreDawn",3,3.22475303971698,12.2104510293497,3
"pif4","PreDawn",3,1.63106320759344,6.81927974136789,3
"pif4","PreDawn",3,3.41335245765115,11.7842460455142,3
"pif4","PreDawn",3,2.81537845013283,10.1524403205273,3
"pif47","WL",2,2.58495055236811,8.59018372472616,3
"pif47","WL",2,1.67165415843491,7.61897097410452,3
"pif47","WL",2,1.64937863663166,7.02322451876652,3
"pif47","WL",2,2.25849040505161,6.53266802749942,3
"pif47","WL",2,2.09142399152724,7.41378866771681,3
"pif47","WL",2,1.74046077022717,8.00285246651384,3
"pif47","WL",2,1.5038452275171,7.0657955159905,3
"pif47","WL",2,2.50723373185455,9.10573830157246,3
"pif47","WL",2,2.047862971112,12.7354108265129,3
"pif47","WL",2,2.55673489141733,8.85600495157826,3
"pif4","WL",1,2.75374950647717,8.16793883365569,3
"pif4","WL",1,4.13433684668297,12.2376766671092,3
"pif4","WL",1,2.31120913998596,6.77373867457013,3
"pif4","WL",1,1.99712428256016,5.58645336245697,3
"pif4","WL",1,2.96041684765176,8.18204666413108,3
"pif4","WL",1,5.02758527099324,10.5236990172482,3
"pif4","WL",1,2.94952659254795,7.22469423818701,3
"pif4","WL",1,2.32952456902419,6.46683148528093,3
"pif4","WL",1,1.92609011858758,8.63052716976982,3
"pif4","WL",1,2.59707833646099,6.86729586614378,3
"pif47","FR",3,3.52175999709363,10.2987162470353,3
"pif47","FR",3,4.39570296917442,10.0804161333635,3
"pif47","FR",3,1.83748304297021,6.89501651549893,3
"pif47","FR",3,2.66712247724232,5.73594686433655,3
"pif47","FR",3,2.06642590594804,6.62300764370148,3
"pif47","FR",3,2.26913315435761,9.00525094766003,3
"pif47","FR",3,2.2886861123849,10.3148041238932,3
"pif47","FR",3,2.10751186838515,7.47046749541619,3
"pif47","FR",3,2.45129742154862,7.45190456058015,3
"pif47","FR",3,2.39338106486017,11.409522267624,3
"Col-0","FR",3,2.27160821233575,9.1544969437418,3
"Col-0","FR",3,2.79186539934051,9.21018574824992,3
"Col-0","FR",3,2.5686151697124,8.79462351372042,3
"Col-0","FR",3,1.93500032730887,10.245997512101,3
"Col-0","FR",3,1.13580410616787,9.83860296889935,3
"Col-0","FR",3,1.88178658077889,5.60056119293237,3
"Col-0","FR",3,2.02707248409564,10.5944856754229,3
"Col-0","FR",3,1.023931485556,14.6686786132371,3
"Col-0","FR",3,0.710341639725821,12.3614295660162,3
"Col-0","FR",3,1.34692655170311,9.74999589328198,3
"pif47","PreDawn",2,1.82164267191012,12.3450941833605,3
"pif47","PreDawn",2,1.54963380011267,9.51783545493256,3
"pif47","PreDawn",2,1.91371482869688,7.17618310181549,3
"pif47","PreDawn",2,2.8522568140071,11.3092824195094,3
"pif47","PreDawn",2,2.23101726149427,7.97711186354119,3
"pif47","PreDawn",2,0.686828588933503,10.4543973938603,3
"pif47","PreDawn",2,2.32284191248322,9.58688957252264,3
"pif47","PreDawn",2,2.05949574360925,7.7543566455087,3
"pif47","PreDawn",2,0.977152889769179,9.62055036102532,3
"pif47","PreDawn",2,2.20527665852163,8.33649028196694,3
"pif47","PreDawn",3,1.60433258142954,11.6842537031974,3
"pif47","PreDawn",3,1.93500032730887,9.22132350915154,3
"pif47","PreDawn",3,3.06139921315982,7.9362734069019,3
"pif47","PreDawn",3,2.48545322164693,9.46808678957198,3
"pif47","PreDawn",3,1.34791657489436,9.06118725796597,3
"pif47","PreDawn",3,1.85654098940188,9.95295064748936,3
"pif47","PreDawn",3,0.879388099632698,10.2427799367294,3
"pif47","PreDawn",3,1.78352677904678,7.00961169988676,3
"pif47","PreDawn",3,1.04447446677455,10.2086241366311,3
"pif47","PreDawn",3,2.52134156232994,9.39235001544093,3
"Col-0","PreDawn",3,2.59039567992002,10.9565866576246,3
"Col-0","PreDawn",3,2.73246400786518,10.5375593419257,3
"Col-0","PreDawn",3,2.07830618424311,10.143530111806,3
"Col-0","PreDawn",3,2.62158141044456,8.89709091401537,3
"Col-0","PreDawn",3,1.3360362965993,11.0271258100016,3
"Col-0","PreDawn",3,1.13753664675257,9.0403967709496,3
"Col-0","PreDawn",3,1.29099024139717,8.38698146472097,3
"Col-0","PreDawn",3,1.70902753390481,8.04443344054657,3
"Col-0","PreDawn",3,1.53379342905258,8.85179735301543,3
"Col-0","PreDawn",3,0.890525860534322,9.16489218724998,3
"pif4","PreDawn",1,1.32168096032609,12.1312491740493,3
"pif4","PreDawn",1,0.93062179978017,12.1881755075465,3
"pif4","PreDawn",1,1.4234058432276,6.8695234183241,3
"pif4","PreDawn",1,1.60631262781205,8.07141157250828,3
"pif4","PreDawn",1,0.695243786059175,9.89379676181184,3
"pif4","PreDawn",1,1.4144956345063,6.42624053443945,3
"pif4","PreDawn",1,1.57586941468094,8.25407085129492,3
"pif4","PreDawn",1,1.45434406795433,8.60478656679718,3
"pif4","PreDawn",1,2.03796273919945,6.57449650732996,3
"pif4","PreDawn",1,1.82065264871886,11.1652340451817,3
"pif4","FR",1,2.63618425251558,8.93396927788963,3
"pif4","FR",1,2.29017114717179,11.647622845121,3
"pif4","FR",1,1.64492353227101,8.98817304761087,3
"pif4","FR",1,0.730142103550931,10.2096141598223,3
"pif4","FR",1,2.497333499942,6.26412423687136,3
"pif4","FR",1,2.53767694498566,10.4578624750297,3
"pif4","FR",1,1.7963970805331,10.998662643253,3
"pif4","FR",1,1.969403633205,10.3850957704724,3
"pif4","FR",1,3.23440576583172,11.7436550946727,3
"pif4","FR",1,3.0163531579577,8.36495344871553,3
"pif4","FR",2,1.84589824009588,8.29763187171016,3
"pif4","FR",2,2.99061255498505,8.61641933929443,3
"pif4","FR",2,2.24215502239589,8.31322473697244,3
"pif4","FR",2,2.30601151823187,9.17875251192756,3
"pif4","FR",2,3.01387809997956,9.39631010820595,3
"pif4","FR",2,2.42580432437379,9.26117194259958,3
"pif4","FR",2,2.66712247724232,7.49348553461288,3
"pif4","FR",2,1.49023240863734,9.66559641622745,3
"pif4","FR",2,2.15330044098071,7.64792915244874,3
"pif4","FR",2,1.93797039688264,10.1945163061557,3
"pif4","WL",3,2.05033802909014,8.6587428307206,3
"pif4","WL",3,2.05702068563112,5.58397830447884,3
"pif4","WL",3,1.91198228811218,10.3667803414342,3
"pif4","WL",3,1.23604395428249,6.42921060401322,3
"pif4","WL",3,0.78756344864375,8.45801562869355,3
"pif4","WL",3,1.73699568905778,7.35512979363492,3
"pif4","WL",3,1.58824470457164,10.7491767990566,3
"pif4","WL",3,1.97707631293723,13.6091062927959,3
"pif4","WL",3,2.07855369004092,7.33607184720326,3
"pif4","WL",3,2.25873791084942,6.68612162214402,3
"pif47","WL",1,1.76224128043479,5.65278491627109,3
"pif47","WL",1,4.3221937472237,12.1213489421367,3
"pif47","WL",1,3.65788818589126,6.60815729583265,3
"pif47","WL",1,1.86619371551662,7.66401702930664,3
"pif47","WL",1,3.01387809997956,11.3105199484985,3
"pif47","WL",1,2.82750623422571,10.7543744208107,3
"pif47","WL",1,2.30898158780564,11.8379548036398,3
"pif47","WL",1,3.54007542613185,13.8528995036426,3
"pif47","WL",1,2.26740061377291,10.4150439720079,3
"pif47","WL",1,2.10008669445073,11.6186646667767,3
"pif47","FR",2,2.23596737745055,7.52021616077678,3
"pif47","FR",2,2.41491406926998,7.46254730988615,3
"pif47","FR",2,1.79392202255497,7.12247434368988,3
"pif47","FR",2,2.64336192065219,5.36963828357202,3
"pif47","FR",2,2.3065065298275,7.95458883594013,3
"pif47","FR",2,2.35873025316623,8.75601260926146,3
"pif47","FR",2,3.55789584357445,13.1539431306162,3
"pif47","FR",2,2.92799358813814,7.02619458834029,3
"pif47","FR",2,2.43916963745574,7.82638083267254,3
"pif47","FR",2,2.64336192065219,15.2245766351271,3
"pif4","WL",2,1.83179040962049,7.3422594921486,3
"pif4","WL",2,1.4305835113642,9.02826898685672,3
"pif4","WL",2,1.92708014177883,10.9862873533623,3
"pif4","WL",2,2.54633964790915,5.67283288589402,3
"pif4","WL",2,2.24066998760901,11.0179680954825,3
"pif4","WL",2,1.44221628386145,13.0942942333431,3
"pif4","WL",2,0.885823250375859,13.296506470157,3
"pif4","WL",2,1.72412538757145,8.94931463735409,3
"pif4","WL",2,2.73518657164113,6.85987069220936,3
"pif4","WL",2,0.679155909201273,13.0749887811136,3
"Col-0","FR",2,2.00232190431425,7.8112829790059,3
"Col-0","FR",2,1.62017295248963,10.1430351002104,3
"Col-0","FR",2,1.85282840243467,9.15895204810245,3
"Col-0","FR",2,2.17359591640145,13.8979455588447,3
"Col-0","FR",2,1.79862463271343,8.46222322725639,3
"Col-0","FR",2,1.1452093264848,11.944134790902,3
"Col-0","FR",2,2.60920612055387,11.3496258645531,3
"Col-0","FR",2,1.92089249683348,8.97208517075297,3
"Col-0","FR",2,1.84589824009588,14.0414989215768,3
"Col-0","FR",2,1.28802017182341,11.7010840974488,3
"pif47","FR",1,3.55170819862911,10.2296621294453,3
"pif47","FR",1,3.35444607777145,7.2298918599411,3
"pif47","FR",1,2.76191719780503,7.61723843351982,3
"pif47","FR",1,2.09167149732506,6.2487788774069,3
"pif47","FR",1,3.25890883981529,7.8897423169129,3
"pif47","FR",1,2.78048013264107,8.53696997819618,3
"pif47","FR",1,2.06048576680051,9.27602229046841,3
"pif47","FR",1,3.34850593862392,9.31735575870333,3
"pif47","FR",1,4.69097738596637,11.0177205896846,3
"pif47","FR",1,2.76513477317661,13.4979761895775,3
"Col-0","FR",1,2.61712630608391,9.10153070300963,3
"Col-0","FR",1,2.82280362406724,6.61384992918237,3
"Col-0","FR",1,0.959579978124394,10.8929776675865,3
"Col-0","FR",1,1.45706663173028,8.47707357512522,3
"Col-0","FR",1,1.68105937875184,7.51774110279864,3
"Col-0","FR",1,2.5634175479583,7.61402085814824,3
"Col-0","FR",1,1.09224308575263,10.0239848114619,3
"Col-0","FR",1,1.75011349634191,5.9775125230029,3
"Col-0","FR",1,2.46614776941745,9.33022606018965,3
"Col-0","FR",1,0.835332067621828,8.7032938743271,3
"Col-0","PreDawn",1,0.849439898097219,8.62978465237638,3
"Col-0","PreDawn",1,2.08127625381688,8.13106046978142,3
"Col-0","PreDawn",1,1.68452445992123,6.32426814574014,3
"Col-0","PreDawn",1,1.26896222539174,6.72745509037894,3
"Col-0","PreDawn",1,2.5847030465703,11.1659765625752,3
"Col-0","PreDawn",1,1.86569870392099,10.1467476871776,3
"Col-0","PreDawn",1,1.87931152280075,11.5404528346676,3
"Col-0","PreDawn",1,2.51886650435181,10.0247273288554,3
"Col-0","PreDawn",1,2.66439991346637,10.1187795320247,3
"Col-0","PreDawn",1,2.07979121902999,8.79437600792261,3
"Col-0","WL",3,2.4099639533137,13.2764585005341,3
"Col-0","WL",3,3.40493726052548,10.3296544717621,3
"Col-0","WL",3,2.67331012218766,9.54679363327679,3
"Col-0","WL",3,4.01850413330608,11.1798368872527,3
"Col-0","WL",3,3.91702675620239,10.913520648805,3
"Col-0","WL",3,2.47580049553219,11.8339947108748,3
"Col-0","WL",3,1.1167461597362,10.4816230316198,3
"Col-0","WL",3,2.19166383964186,6.71582231788169,3
"Col-0","WL",3,2.68222033090896,8.223380132366,3
"Col-0","WL",3,2.29685380371276,8.02636551730615,3
"Col-0","WL",2,1.63353826557158,12.6628916277535,3
"Col-0","WL",2,1.15387202940829,9.17900001772537,3
"Col-0","WL",2,1.64764609604697,8.40381185897231,3
"Col-0","WL",2,1.05363218129367,7.03832237243317,3
"Col-0","WL",2,1.71942277741299,12.0126938968964,3
"Col-0","WL",2,1.53626848703072,8.59290628850212,3
"Col-0","WL",2,2.45377247952676,9.05301956663811,3
"Col-0","WL",2,2.05652567403549,8.3501031008467,3
"Col-0","WL",2,0.766030444233943,8.78695083398819,3
"Col-0","WL",2,1.0828378654357,10.2103566772158,3
"pif47","WL",3,2.92452850696875,10.2462450178988,3
"pif47","WL",3,3.54948064644878,9.66609142782308,3
"pif47","WL",3,3.61135709590225,14.1729245002159,3
"pif47","WL",3,2.31467422115536,6.58860433780535,3
"pif47","WL",3,3.28613447757482,6.84823791971211,3
"pif47","WL",3,3.48166405784778,9.8913217038337,3
"pif47","WL",3,2.25329278329752,7.38037538501194,3
"pif47","WL",3,4.2187363237375,8.64413998864959,3
"pif47","WL",3,2.93145866930754,14.1318385377788,3
"pif47","WL",3,3.41731255041617,8.58572862036551,3
"pif4","PreDawn",2,1.48874737385046,6.55865613626987,3
"pif4","PreDawn",2,1.90950723013405,8.10061725665032,3
"pif4","PreDawn",2,0.333142803857476,10.1474902045711,3
"pif4","PreDawn",2,0.944729630255561,9.19286034240295,3
"pif4","PreDawn",2,3.43414294466752,9.83365285294307,3
"pif4","PreDawn",2,1.14471431488917,6.72176245702922,3
"pif4","PreDawn",2,1.25312185433165,5.06743370444128,3
"pif4","PreDawn",2,1.92262503741818,7.120989308903,3
"pif4","PreDawn",2,0.773950629763987,8.31223471378118,3
"pif4","PreDawn",2,0.8954759764906,6.47326663602409,3
"pif4","PreDawn",1,0.841519712567175,7.90979028653582,4
"pif4","PreDawn",1,2.27383576451607,10.4395470459914,4
"pif4","PreDawn",1,1.32143345452828,6.79353913839524,4
"pif4","PreDawn",1,1.09224308575263,7.37319771687534,4
"pif4","PreDawn",1,1.16451477871428,8.24788320634957,4
"pif4","PreDawn",1,1.03630677544669,6.3022401297347,4
"pif4","PreDawn",1,1.25138931374695,9.59951236821114,4
"pif4","PreDawn",1,0.990518202851128,8.4090094807264,4
"pif4","PreDawn",1,0.628417220649429,7.07049812614897,4
"pif4","PreDawn",1,1.73699568905778,6.11190817121583,4
"Col-0","FR",3,1.76372631522167,6.87001842991973,4
"Col-0","FR",3,2.22779968612269,9.77474647306337,4
"Col-0","FR",3,1.5590390204296,6.57672405951029,4
"Col-0","FR",3,1.68229690774091,8.25456586289055,4
"Col-0","FR",3,1.41622817509099,6.31362539643414,4
"Col-0","FR",3,3.1485212539903,13.4860959112824,4
"Col-0","FR",3,1.60458008722735,6.75641326872316,4
"Col-0","FR",3,3.15817398010505,6.79824174855371,4
"Col-0","FR",3,2.73667160642802,8.95178969533223,4
"Col-0","FR",3,3.16535164824165,6.20497035119385,4
"Col-0","WL",1,2.62257143363582,10.2653029643305,4
"Col-0","WL",1,1.20263067157762,9.35571915736448,4
"Col-0","WL",1,1.67066413524366,9.06613737392224,4
"Col-0","WL",1,1.60878768579019,6.28540973548336,4
"Col-0","WL",1,2.24116499920464,7.38334545458571,4
"Col-0","WL",1,1.90133953880619,7.42443141702281,4
"Col-0","WL",1,2.08474133498627,11.5211473824381,4
"Col-0","WL",1,2.87255228942783,8.17759155977043,4
"Col-0","WL",1,2.10949191476766,8.15581104956281,4
"Col-0","WL",1,1.89119180109582,11.0073253461765,4
"pif4","FR",2,3.03442108119811,8.05730374203289,4
"pif4","FR",2,1.75630114128726,9.23939143239195,4
"pif4","FR",2,2.73295901946081,6.10275045669672,4
"pif4","FR",2,2.08573135817752,10.042547746298,4
"pif4","FR",2,1.97658130134161,9.12751881178008,4
"pif4","FR",2,1.50681529709087,10.6687374147671,4
"pif4","FR",2,2.56069498418235,7.22642677877171,4
"pif4","FR",2,2.50871876664144,5.85895724585005,4
"pif4","FR",2,2.83220884438417,8.61889439727257,4
"pif4","FR",2,2.6686075120292,12.0089813099292,4
"pif4","PreDawn",2,1.31029569362665,8.42237479380836,4
"pif4","PreDawn",2,1.92213002582255,8.19590698880866,4
"pif4","PreDawn",2,1.07665022049036,9.82994026597586,4
"pif4","PreDawn",2,2.00479696229239,6.00622319554931,4
"pif4","PreDawn",2,1.21871854843552,14.4350331401008,4
"pif4","PreDawn",2,2.40674637794212,12.4772622793931,4
"pif4","PreDawn",2,2.18448617150526,8.78917838616852,4
"pif4","PreDawn",2,0.942502078075236,10.8533767399362,4
"pif4","PreDawn",2,2.00058936372955,7.47690264615935,4
"pif4","PreDawn",2,2.45377247952676,10.0915538942651,4
"pif47","WL",1,3.56606353490231,7.83207346602226,4
"pif47","WL",1,2.74508680355369,10.268520539702,4
"pif47","WL",1,3.30172734283709,8.63621980311954,4
"pif47","WL",1,1.69368217444035,7.178163148198,4
"pif47","WL",1,1.0739276567144,8.68349341050199,4
"pif47","WL",1,2.18151610193149,13.3836285109875,4
"pif47","WL",1,1.8159500385604,7.10391140885384,4
"pif47","WL",1,3.62670245536671,9.34136382109127,4
"pif47","WL",1,4.74072605132696,12.8633713239827,4
"pif47","WL",1,4.02642431883612,13.4197643574683,4
"pif47","PreDawn",3,2.08399881759283,12.3290063065026,4
"pif47","PreDawn",3,1.54814876532579,8.0753716652733,4
"pif47","PreDawn",3,3.78461115437196,13.2116119815068,4
"pif47","PreDawn",3,2.88319503873383,8.62384451322885,4
"pif47","PreDawn",3,2.69632816138436,9.93537773584457,4
"pif47","PreDawn",3,2.03474516382787,9.63540070889416,4
"pif47","PreDawn",3,2.34808750386023,9.66609142782308,4
"pif47","PreDawn",3,3.71778458896222,10.1269472233525,4
"pif47","PreDawn",3,2.25948042824287,8.15655356695625,4
"pif47","PreDawn",3,2.99902775211072,7.91944301265056,4
"pif4","FR",3,1.29940543852284,9.34507640805848,4
"pif4","FR",3,1.66497150189394,9.81335737752233,4
"pif4","FR",3,3.01882821593583,9.30052536445198,4
"pif4","FR",3,1.37043960249543,8.65453523215777,4
"pif4","FR",3,1.67190166423273,10.5831004087235,4
"pif4","FR",3,1.35855932420036,10.321734286232,4
"pif4","FR",3,0.637822440966356,8.38153633716906,4
"pif4","FR",3,2.67850774394176,7.80707538044306,4
"pif4","FR",3,2.1334999771556,8.9975782679278,4
"pif4","FR",3,4.31674861967179,11.6040618247057,4
"Col-0","WL",3,1.86693623291006,8.29144422676481,4
"Col-0","WL",3,1.59715491329294,8.44118523444221,4
"Col-0","WL",3,1.62759812642404,7.45215206637796,4
"Col-0","WL",3,4.00340627963943,12.7470435990102,4
"Col-0","WL",3,3.41756005621399,10.7231886902861,4
"Col-0","WL",3,2.97551470131841,11.0976649623785,4
"Col-0","WL",3,2.06444585956553,11.6612356640007,4
"Col-0","WL",3,2.37976824598041,11.2008748800669,4
"Col-0","WL",3,3.32078528926876,9.61238266969747,4
"Col-0","WL",3,2.5634175479583,8.26743616437687,4
"pif47","FR",3,5.01545748690036,13.4477325126213,4
"pif47","FR",3,3.63932525105522,9.89379676181184,4
"pif47","FR",3,2.76587729057005,11.7958788180115,4
"pif47","FR",3,3.64922548296777,8.97406521713548,4
"pif47","FR",3,3.9583602244373,9.85147327038567,4
"pif47","FR",3,1.37860729382328,10.5118187389531,4
"pif47","FR",3,3.60789201473286,14.0523891766806,4
"pif47","FR",3,1.68105937875184,12.4433539850926,4
"pif47","FR",3,3.01165054779923,14.9778133547066,4
"pif47","FR",3,1.65630879897045,10.7231886902861,4
"pif47","WL",2,3.55814334937227,11.5790637391265,4
"pif47","WL",2,3.5569058203832,7.44472689244355,4
"pif47","WL",2,3.06560681172266,6.58192168126438,4
"pif47","WL",2,3.15594642792472,14.2934598237513,4
"pif47","WL",2,3.74501022672174,10.2125842293961,4
"pif47","WL",2,2.20849423389321,10.1863486148278,4
"pif47","WL",2,2.75845211663564,11.2711665266461,4
"pif47","WL",2,2.48768077382726,6.10324546829234,4
"pif47","WL",2,3.9529150968854,9.35175906459945,4
"pif47","WL",2,3.41731255041617,14.4293405067511,4
"pif4","WL",1,2.49436343036823,10.7360589917725,4
"pif4","WL",1,0.870477890911398,10.0682883492706,4
"pif4","WL",1,1.46696686364284,10.5175113723028,4
"pif4","WL",1,2.66712247724232,9.08841289572549,4
"pif4","WL",1,1.87510392423792,7.21974412223074,4
"pif4","WL",1,3.18292455988643,10.5286491332044,4
"pif4","WL",1,2.80993332258092,7.31825142976066,4
"pif4","WL",1,3.21064520924159,11.0523714013786,4
"pif4","WL",1,3.67942119030107,7.77143454555786,4
"pif4","WL",1,3.48067403465652,12.3210861209725,4
"Col-0","FR",1,3.32103279506658,6.44356594028642,4
"Col-0","FR",1,1.46721436944065,11.8136992354541,4
"Col-0","FR",1,2.4260518301716,8.61641933929443,4
"Col-0","FR",1,2.62232392783801,8.35406319361172,4
"Col-0","FR",1,3.36261376909931,10.7147734931605,4
"Col-0","FR",1,1.75630114128726,5.9936003998608,4
"Col-0","FR",1,2.10577932780045,8.97456022873111,4
"Col-0","FR",1,1.6357658177519,7.19202347287558,4
"Col-0","FR",1,1.95628582592087,5.6671402525443,4
"Col-0","FR",1,2.00355943330332,9.47328441132607,4
"pif47","WL",3,4.37317994157336,13.3945187660913,4
"pif47","WL",3,3.41409497504459,10.9580716924115,4
"pif47","WL",3,2.53718193339003,6.37550184588761,4
"pif47","WL",3,2.78072763843889,11.2080525482035,4
"pif47","WL",3,4.52613852462233,15.732706038039,4
"pif47","WL",3,3.13763099888649,8.83669949934878,4
"pif47","WL",3,3.36533633287526,9.77103388609616,4
"pif47","WL",3,2.74013668759741,9.09064044790582,4
"pif47","WL",3,4.00810888979789,8.6765632481632,4
"pif47","WL",3,2.63123413655931,6.08913763781695,4
"pif47","PreDawn",2,1.13580410616787,9.07653261743043,4
"pif47","PreDawn",2,0.620249529321571,8.86615268928863,4
"pif47","PreDawn",2,1.55804899723834,9.71856265695962,4
"pif47","PreDawn",2,1.70853252230918,7.61921847990233,4
