"Genotype","Treatment","Plant","Width","Length","Repeat"
"Col-0","PreDawn",1,1.1719399526487,7.36082242698464,1
"Col-0","PreDawn",1,1.47661958975758,6.40470753002964,1
"Col-0","PreDawn",1,1.9622259650684,10.3979660719587,1
"Col-0","PreDawn",1,0.689303646911642,7.44423188084792,1
"Col-0","WL",1,3.27821429204477,7.6026355914488,1
"Col-0","WL",1,3.80688667617521,6.89551152709456,1
"Col-0","WL",1,3.62744497276015,10.7627896179364,1
"Col-0","WL",1,3.09530750746032,9.78910180933657,1
"Col-0","WL",1,3.49874195789694,11.4642210489409,1
"Col-0","WL",1,1.87931152280075,8.25803094405994,1
"Col-0","WL",1,1.51696303480124,13.2138395336872,1
"Col-0","WL",1,2.50500617967423,7.83652857038291,1
"Col-0","WL",1,2.39758866342301,7.12841448283741,1
"Col-0","WL",1,2.69162555122589,7.22172416861325,1
"Col-0","WL",2,3.03912369135657,15.5176234997387,1
"Col-0","WL",2,2.12434226263649,5.9223187300904,1
"Col-0","WL",2,3.56160843054166,8.89313082125034,1
"Col-0","WL",2,2.62331395102926,9.37626213858303,1
"Col-0","WL",2,3.2376233412033,11.8396873442245,1
"Col-0","WL",2,3.18663714685364,8.58077850440923,1
"Col-0","WL",2,3.87371324158496,12.4685995764696,1
"Col-0","WL",2,3.31212258634528,9.43615854165399,1
"Col-0","WL",2,2.68321035410022,13.335117374616,1
"Col-0","WL",2,3.756642999219,15.1149315666955,1
"pif47","FR",2,3.20099248312685,11.0011377012311,1
"pif47","FR",2,3.01066052460798,11.841667390607,1
"pif47","FR",2,2.54336957833538,6.69008171490904,1
"pif47","FR",2,3.09382247267344,12.186195461164,1
"pif47","FR",2,3.86183296328989,10.9511415300727,1
"pif47","FR",2,3.13713598729087,9.0064884766491,1
"pif47","FR",2,3.31088505735621,12.797782287562,1
"pif47","FR",2,2.30304144865811,9.70866242504706,1
"pif47","FR",2,2.49213587818791,9.18345512208602,1
"pif47","FR",2,3.09406997847125,11.4874865939354,1
"pif47","PreDawn",1,2.24661012675654,10.5939906638273,1
"pif47","PreDawn",1,1.95801836650557,6.64404563651566,1
"pif47","PreDawn",1,2.64286690905656,10.5306291795869,1
"pif47","PreDawn",1,4.42094856055144,17.0459718012394,1
"pif47","PreDawn",1,2.24116499920464,11.6528204668751,1
"pif47","PreDawn",1,1.50929035506901,8.62384451322885,1
"pif47","PreDawn",1,1.21772852524427,9.76311370056611,1
"pif47","PreDawn",1,1.60458008722735,14.0687245593363,1
"pif47","PreDawn",1,2.46119765346117,13.8796301298065,1
"pif47","PreDawn",1,1.92930769395916,9.6665864394187,1
"pif4","WL",3,2.83889150092515,15.0867159057448,1
"pif4","WL",3,2.28126093845049,9.25696434403674,1
"pif4","WL",3,2.52480664349934,9.7361355686044,1
"pif4","WL",3,3.42399520695715,8.32015489931122,1
"pif4","WL",3,3.18787467584271,10.4269242503029,1
"pif4","WL",3,1.55037631750611,10.9197082937504,1
"pif4","WL",3,4.02617681303831,11.4961492968589,1
"pif4","WL",3,2.87997746336225,10.430884343068,1
"pif4","WL",3,2.79755803269023,13.1425578639168,1
"pif4","WL",3,2.9039855257502,10.434844435833,1
"pif47","FR",1,0.918246509889476,11.1256331175315,1
"pif47","FR",1,2.02014232175685,11.2073100308101,1
"pif47","FR",1,1.14916941924982,7.65287926840502,1
"pif47","FR",1,1.49939012315646,9.25201422808046,1
"pif47","FR",1,3.85292275456859,12.9935593736328,1
"pif47","FR",1,1.0828378654357,8.92258401119019,1
"pif47","FR",1,0.997943376785544,8.32262995728936,1
"pif47","FR",1,1.2719322949655,9.06489984493317,1
"pif47","FR",1,1.0523946523046,7.79643263113706,1
"pif47","FR",1,1.64418101487757,8.5961238638737,1
"Col-0","WL",3,2.87255228942783,9.66732895681215,1
"Col-0","WL",3,2.20007903676754,7.20860636132911,1
"Col-0","WL",3,2.01692474638527,8.79833610068763,1
"Col-0","WL",3,1.82263269510138,11.8770607196944,1
"Col-0","WL",3,4.88650696623933,12.8816867530209,1
"Col-0","WL",3,2.23101726149427,6.60568223785451,1
"Col-0","WL",3,2.22829469771832,7.04203495940037,1
"Col-0","WL",3,2.80325066603995,9.10722333635935,1
"Col-0","WL",3,3.46532867519206,10.6298790045103,1
"Col-0","WL",3,2.07657364365841,7.45833971132331,1
"Col-0","PreDawn",2,1.36375694595445,13.3858560631678,1
"Col-0","PreDawn",2,1.12540886265969,5.65674500903611,1
"Col-0","PreDawn",2,0.72494448179684,8.0271080346996,1
"Col-0","PreDawn",2,1.90133953880619,9.06465233913536,1
"Col-0","PreDawn",2,1.15659459318424,7.41849127787528,1
"Col-0","PreDawn",2,3.22178297014321,9.168852280015,1
"Col-0","PreDawn",2,1.85728350679532,6.88957138794703,1
"Col-0","PreDawn",2,1.80406976026534,7.95458883594013,1
"Col-0","PreDawn",2,1.35113415026594,9.24285651356135,1
"Col-0","PreDawn",2,1.80951488781724,9.36487687188359,1
"pif4","WL",1,2.73939417020397,8.75601260926146,1
"pif4","WL",1,2.63148164235712,9.71707762217273,1
"pif4","WL",1,1.58106703643503,10.6863103264119,1
"pif4","WL",1,3.30494491820867,12.022594128809,1
"pif4","WL",1,3.96454786938265,14.5008696823193,1
"pif4","WL",1,1.84639325169151,7.92711569238279,1
"pif4","WL",1,2.12211471045616,7.8328159834157,1
"pif4","WL",1,1.35608426622222,9.69133701920009,1
"pif4","WL",1,2.96932705637306,6.82472486891979,1
"pif4","WL",1,1.62091546988307,8.96317496203167,1
"pif4","FR",1,1.14842690185638,7.62986122920833,1
"pif4","FR",1,1.34469899952278,9.66708145101433,1
"pif4","FR",1,1.14199175111322,6.73141518314396,1
"pif4","FR",1,0.790533518217517,7.66649208728478,1
"pif4","FR",1,1.51349795363185,12.344351665967,1
"pif4","FR",1,2.33967230673456,8.73398459325602,1
"pif4","FR",1,1.159564662758,9.72697785408529,1
"pif4","FR",1,2.34016731833019,8.3322826834041,1
"pif4","FR",1,2.847059192253,7.56130212321388,1
"pif4","FR",1,2.46194017085462,11.7807809643448,1
"pif47","FR",3,2.2297797325052,13.0960267739278,1
"pif47","FR",3,6.03171629272414,17.5182128634683,1
"pif47","FR",3,2.18448617150526,10.9553491286356,1
"pif47","FR",3,2.61168117853201,7.82786586745943,1
"pif47","FR",3,2.13399498875123,9.0671273971135,1
"pif47","FR",3,2.20626668171288,7.75113907013712,1
"pif47","FR",3,2.97749474770092,6.62647272487088,1
"pif47","FR",3,3.0217982855096,9.78217164699779,1
"pif47","FR",3,1.78946691819432,10.930846054652,1
"pif47","FR",3,3.65095802355247,14.773868577308,1
"pif4","PreDawn",3,2.28571604281114,10.7880352093134,1
"pif4","PreDawn",3,2.48768077382726,9.32131585146835,1
"pif4","PreDawn",3,2.03647770441256,7.48903043025223,1
"pif4","PreDawn",3,2.74855188472308,12.1141712740001,1
"pif4","PreDawn",3,0.880625628621767,9.57896938699259,1
"pif4","PreDawn",3,1.52760578410724,10.171498266959,1
"pif4","PreDawn",3,1.62636059743497,13.3586304254083,1
"pif4","PreDawn",3,0.991013214446756,11.793898771629,1
"pif4","PreDawn",3,1.08061031325538,9.58862211310733,1
"pif4","PreDawn",3,1.75011349634191,12.557206652087,1
"pif4","PreDawn",2,2.93368622148786,9.49135233456648,1
"pif4","PreDawn",2,1.32291848931516,9.42229821697641,1
"pif4","PreDawn",2,1.12095375829904,12.1097161696395,1
"pif4","PreDawn",2,1.80307973707408,7.63431633356898,1
"pif4","PreDawn",2,1.24718171518412,10.9872773765535,1
"pif4","PreDawn",2,3.17648940914327,13.6890506654898,1
"pif4","PreDawn",2,2.04291285515572,7.0281746347228,1
"pif4","PreDawn",2,2.66514243085981,11.0808345681272,1
"pif4","PreDawn",2,3.37573157638344,12.8754991080756,1
"pif4","PreDawn",2,2.8522568140071,7.00540410132392,1
"pif4","FR",2,1.27292231815676,11.4862490649463,1
"pif4","FR",2,1.85307590823248,10.6043859073355,1
"pif4","FR",2,2.29685380371276,6.8873438357667,1
"pif4","FR",2,2.13498501194249,8.67507821337632,1
"pif4","FR",2,2.93937885483758,9.38739989948465,1
"pif4","FR",2,1.77065647756046,10.8810973892914,1
"pif4","FR",2,2.36764046188753,7.59298286533406,1
"pif4","FR",2,2.25675786446691,6.54207324781634,1
"pif4","FR",2,2.06939597552181,14.1761420755875,1
"pif4","FR",2,1.89317184747833,8.77556556728875,1
"Col-0","PreDawn",3,1.60433258142954,11.4701611880884,1
"Col-0","PreDawn",3,1.89960699822149,7.57219237831769,1
"Col-0","PreDawn",3,2.80919080518748,7.73232862950327,1
"Col-0","PreDawn",3,1.85505595461499,8.22412264975944,1
"Col-0","PreDawn",3,2.16592323666922,9.00277588968189,1
"Col-0","PreDawn",3,2.72627636291983,9.50298510706373,1
"Col-0","PreDawn",3,1.54047608559356,8.58770866674802,1
"Col-0","PreDawn",3,2.53990449716599,8.65181266838182,1
"Col-0","PreDawn",3,0.810333982042627,13.8494344224732,1
"Col-0","PreDawn",3,1.844413205309,8.41173204450236,1
"pif47","WL",1,2.66959753522046,7.59422039432313,1
"pif47","WL",1,4.6164781408244,11.9832407069566,1
"pif47","WL",1,1.58750218717819,9.79603197167536,1
"pif47","WL",1,2.84111905310547,8.14987091041528,1
"pif47","WL",1,3.0841697465587,11.1219205305643,1
"pif47","WL",1,2.42852688814974,13.0207850113923,1
"pif47","WL",1,3.05422154502322,9.30720802099296,1
"pif47","WL",1,4.01231648836073,12.2545070613606,1
"pif47","WL",1,2.73172149047174,8.27065373974845,1
"pif47","WL",1,3.23836585859674,12.6812070567917,1
"Col-0","FR",1,1.49939012315646,10.2905485557075,1
"Col-0","FR",1,2.37729318800227,15.5015356228808,1
"Col-0","FR",1,4.3043733297811,7.89221737489103,1
"Col-0","FR",1,1.12095375829904,14.3432084891119,1
"Col-0","FR",1,2.04860548850544,10.1227396247897,1
"Col-0","FR",1,2.1852286888987,7.20167619899032,1
"Col-0","FR",1,1.99365920139076,9.83538539352777,1
"Col-0","FR",1,0.93062179978017,10.0375976303417,1
"Col-0","FR",1,1.76372631522167,9.41982315899827,1
"Col-0","FR",1,1.56572167697057,11.598369191356,1
"Col-0","FR",3,1.56176158420555,3.81851944867246,2
"Col-0","FR",3,1.81916761393198,9.5309532622167,2
"Col-0","FR",3,2.14859783082225,5.42829715765391,2
"Col-0","FR",3,1.9389604200739,4.61796317561128,2
"Col-0","FR",3,4.43703643740934,13.7699850613749,2
"Col-0","FR",3,2.87329480682128,11.3607636254547,2
"Col-0","FR",3,1.82684029366421,5.43423729680144,2
"Col-0","FR",3,3.32647792261848,6.2148705831064,2
"Col-0","FR",3,1.56646419436402,6.34802870233027,2
"Col-0","FR",3,1.89119180109582,10.317774193467,2
"pif47","WL",2,3.03491609279374,8.1055673726066,2
"pif47","WL",2,2.90126296197424,9.73366051062626,2
"pif47","WL",2,3.25965135720873,10.6679948973736,2
"pif47","WL",2,3.67496608594042,10.2103566772158,2
"pif47","WL",2,2.847059192253,7.51798860859645,2
"pif47","WL",2,2.57876290742276,6.34703867913901,2
"pif47","WL",2,2.61960136406205,6.64157057853752,2
"pif47","WL",2,2.16592323666922,8.99262815197152,2
"pif47","WL",2,2.48372068106224,8.94832461416284,2
"pif47","WL",2,3.22475303971698,9.46709676638072,2
"pif4","FR",1,2.14439023225941,10.9199557995482,2
"pif4","FR",1,2.72899892669579,14.0853074477898,2
"pif4","FR",1,3.18663714685364,8.54464265792841,2
"pif4","FR",1,2.83171383278854,10.5880505246798,2
"pif4","FR",1,2.87453233581035,7.2583550266897,2
"pif4","FR",1,2.23596737745055,9.56263400433688,2
"pif4","FR",1,2.24661012675654,8.14690084084151,2
"pif4","FR",1,2.47134539117154,9.38393481831526,2
"pif4","FR",1,2.58173297699653,9.83909798049497,2
"pif4","FR",1,2.8898776952748,7.93132329094563,2
"pif47","FR",1,3.04951893486475,9.43071341410208,2
"pif47","FR",1,3.83015222116972,11.0357885129251,2
"pif47","FR",1,3.93014456348652,10.4296468140789,2
"pif47","FR",1,2.6936055976084,8.06250136378698,2
"pif47","FR",1,4.17963040768291,7.57887503485867,2
"pif47","FR",1,2.05182306387702,10.0002242548718,2
"pif47","FR",1,3.53091771161274,10.5335992491607,2
"pif47","FR",1,3.24950361949837,12.4233060154696,2
"pif47","FR",1,2.04489290153824,8.96267995043604,2
"pif47","FR",1,2.62356145682708,10.1771909003087,2
"pif47","PreDawn",2,3.28786701815952,7.50734585929046,2
"pif47","PreDawn",2,2.81686348491971,6.02503363618316,2
"pif47","PreDawn",2,2.74261174557555,11.5035744707933,2
"pif47","PreDawn",2,3.05496406241666,11.0248982578212,2
"pif47","PreDawn",2,2.65697473953195,9.33864125731532,2
"pif47","PreDawn",2,1.85456094301937,9.60371996677398,2
"pif47","PreDawn",2,2.46614776941745,6.49974975639017,2
"pif47","PreDawn",2,2.14562776124848,9.40843789229883,2
"pif47","PreDawn",2,2.29239869935211,9.17305987857784,2
"pif47","PreDawn",2,1.70927503970262,13.0529607651081,2
"pif4","PreDawn",1,1.74590589777907,8.33995536313633,2
"pif4","PreDawn",1,3.29578720368956,10.6402742480185,2
"pif4","PreDawn",1,1.47760961294883,9.49011480557741,2
"pif4","PreDawn",1,3.2876195123617,13.7511746207411,2
"pif4","PreDawn",1,1.95727584911212,9.10722333635935,2
"pif4","PreDawn",1,2.41268651708965,9.45323644170314,2
"pif4","PreDawn",1,3.17822194972797,10.5095911867728,2
"pif4","PreDawn",1,2.0728610566912,8.83669949934878,2
"pif4","PreDawn",1,1.6501211540251,9.3007728702498,2
"pif4","PreDawn",1,0.671483229469043,10.0989790681995,2
"Col-0","PreDawn",1,0.560353126250613,9.34408638486723,2
"Col-0","PreDawn",1,1.60458008722735,6.13368868142345,2
"Col-0","PreDawn",1,0.640297498944495,8.42014724162803,2
"Col-0","PreDawn",1,1.06452243639748,6.81903223557007,2
"Col-0","PreDawn",1,0.928641753397659,10.849664152969,2
"Col-0","PreDawn",1,2.12359974524305,11.7906811962574,2
"Col-0","PreDawn",1,1.20263067157762,9.53689340136423,2
"Col-0","PreDawn",1,1.55928652622741,12.819067786174,2
"Col-0","PreDawn",1,1.52389319714003,6.93486494894696,2
"Col-0","PreDawn",1,1.42761344179043,7.05738031886483,2
"Col-0","WL",3,1.97014615059845,9.75172843386668,2
"Col-0","WL",3,2.95670426068455,9.50001503748997,2
"Col-0","WL",3,2.32110937189852,9.98141381423795,2
"Col-0","WL",3,2.62974910177242,8.61344926972067,2
"Col-0","WL",3,1.901587044604,6.82992249067388,2
"Col-0","WL",3,2.67083506420953,10.4593475098165,2
"Col-0","WL",3,1.57537440308531,6.19111002651627,2
"Col-0","WL",3,2.44609979979453,7.47888269254186,2
"Col-0","WL",3,2.87601737059723,15.3065010542035,2
"Col-0","WL",3,2.87255228942783,7.87068437048123,2
"Col-0","FR",1,3.09382247267344,15.3567447311597,2
"Col-0","FR",1,2.43694208527541,9.16192211767621,2
"Col-0","FR",1,1.92609011858758,9.52179554769759,2
"Col-0","FR",1,0.928641753397659,6.71384227149917,2
"Col-0","FR",1,2.8237936472585,7.30661865726341,2
"Col-0","FR",1,2.27507329350514,8.34416296169917,2
"Col-0","FR",1,1.83797805456584,8.5641956159557,2
"Col-0","FR",1,1.88500415615047,6.3985198850843,2
"Col-0","FR",1,1.15832713376894,5.88024274446204,2
"Col-0","FR",1,1.00635857391122,10.8595643848816,2
"Col-0","WL",2,1.86272863434722,6.8301699964717,2
"Col-0","WL",2,1.96791859841812,8.26050600203808,2
"Col-0","WL",2,3.57002362766733,13.2697758439931,2
"Col-0","WL",2,2.12211471045616,8.42583987497775,2
"Col-0","WL",2,2.20527665852163,7.36552503714311,2
"Col-0","WL",2,2.27556830510077,8.84684723705915,2
"Col-0","WL",2,4.06280767111476,15.848291245618,2
"Col-0","WL",2,2.21839446580576,10.7026457090676,2
"Col-0","WL",2,2.10058170604636,8.30159196447518,2
"Col-0","WL",2,2.28942862977834,9.09633308125554,2
"pif47","PreDawn",1,0.792513564600028,9.95641572865875,2
"pif47","PreDawn",1,1.25633942970323,5.55947523049526,2
"pif47","PreDawn",1,2.02509243771313,6.85368304726401,2
"pif47","PreDawn",1,1.98351146368039,8.23674544544795,2
"pif47","PreDawn",1,2.35130507923181,5.75896490353324,2
"pif47","PreDawn",1,1.73130305570806,8.7817532122341,2
"pif47","PreDawn",1,1.81916761393198,4.91744519096607,2
"pif47","PreDawn",1,1.59715491329294,10.5375593419257,2
"pif47","PreDawn",1,2.16592323666922,8.66097038290093,2
"pif47","PreDawn",1,2.02608246090438,11.6580180886291,2
"pif47","PreDawn",3,1.7731315355386,8.95847235187321,2
"pif47","PreDawn",3,2.63098663076149,10.3464848660134,2
"pif47","PreDawn",3,1.93029771715041,4.44495662293938,2
"pif47","PreDawn",3,2.23250229628115,6.72423751500736,2
"pif47","PreDawn",3,1.83847306616146,6.21091049034138,2
"pif47","PreDawn",3,1.8998545040193,5.63595452201975,2
"pif47","PreDawn",3,1.44568136503084,7.37369272847097,2
"pif47","PreDawn",3,2.76067966881596,9.93389270105769,2
"pif47","PreDawn",3,1.19644302663227,9.15226939156147,2
"pif47","PreDawn",3,1.42439586641885,12.0149214490768,2
"pif4","WL",3,2.31690177333568,10.0452703100739,2
"pif4","WL",3,1.70630497012885,10.3058939151719,2
"pif4","WL",3,2.39857868661426,8.47732108092303,2
"pif4","WL",3,3.22970315567326,14.5523508882646,2
"pif4","WL",3,1.83797805456584,12.1800078162186,2
"pif4","WL",3,1.14842690185638,10.1281847523416,2
"pif4","WL",3,2.21492938463637,8.35876580377019,2
"pif4","WL",3,1.3627669227632,11.1006350319523,2
"pif4","WL",3,2.06073327259832,10.160855517653,2
"pif4","WL",3,2.40154875618803,8.15506853216937,2
"pif4","WL",1,2.16245815549983,6.839080205193,2
"pif4","WL",1,1.71942277741299,9.83637541671902,2
"pif4","WL",1,1.82015763712324,6.14383641913382,2
"pif4","WL",1,2.82948628060822,4.94615586351248,2
"pif4","WL",1,2.64435194384344,11.7810284701426,2
"pif4","WL",1,2.47505797813875,5.65278491627109,2
"pif4","WL",1,2.50673872025893,8.06250136378698,2
"pif4","WL",1,1.95108820416678,8.47410350555145,2
"pif4","WL",1,2.20329661213912,6.29580497899154,2
"pif4","WL",1,2.93517125627474,10.7729373556467,2
"pif4","FR",2,3.41409497504459,10.756601972991,2
"pif4","FR",2,1.33059116904739,12.9326729473706,2
"pif4","FR",2,1.54715874213453,10.7318513932096,2
"pif4","FR",2,2.10206674083324,8.40084178939855,2
"pif4","FR",2,3.25247368907213,12.9596510793323,2
"pif4","FR",2,2.7953304805099,10.2940136368769,2
"pif4","FR",2,4.4328288388465,8.36693349509805,2
"pif4","FR",2,3.23960338758581,11.8184018456125,2
"pif4","FR",2,3.61259462489132,7.998644867951,2
"pif4","FR",2,2.12483727423212,5.97330492444006,2
"Col-0","PreDawn",3,2.11394701912831,11.4035821284765,2
"Col-0","PreDawn",3,2.08746389876222,7.30216355290276,2
"Col-0","PreDawn",3,1.31920590234795,8.14764335823495,2
"Col-0","PreDawn",3,0.835827079217456,10.2719856208714,2
"Col-0","PreDawn",3,0.496744136212447,9.5381309303533,2
"Col-0","PreDawn",3,1.74194580501405,12.8116426122396,2
"Col-0","PreDawn",3,1.34791657489436,7.64198901330121,2
"Col-0","PreDawn",3,0.959579978124394,8.17759155977043,2
"Col-0","PreDawn",3,1.49790508836957,8.01275269842639,2
"Col-0","PreDawn",3,2.31244666897503,5.73470933534749,2
"Col-0","PreDawn",2,0.631139784425381,16.1089148507161,2
"Col-0","PreDawn",2,1.34791657489436,11.2288430352199,2
"Col-0","PreDawn",2,1.53602098123291,6.31907052398604,2
"Col-0","PreDawn",2,1.3432139647359,9.77672651944588,2
"Col-0","PreDawn",2,2.42530931277816,8.60998418855127,2
"Col-0","PreDawn",2,0.942997089670864,10.3930159560024,2
"Col-0","PreDawn",2,2.59064318571783,6.37550184588761,2
"Col-0","PreDawn",2,1.72709545714522,8.0219104129455,2
"Col-0","PreDawn",2,1.22812376875245,8.60231150881904,2
"Col-0","PreDawn",2,1.32737359367581,12.7958022411795,2
"pif47","FR",3,2.36368036912251,7.90187010100577,2
"pif47","FR",3,3.24034590497925,6.6643411119364,2
"pif47","FR",3,3.05273651023633,6.80418188770124,2
"pif47","FR",3,2.93665629106163,9.95790076344563,2
"pif47","FR",3,2.83740646613826,7.86325919654681,2
"pif47","FR",3,2.43595206208416,6.59974209870698,2
"pif47","FR",3,2.45129742154862,10.2558977440135,2
"pif47","FR",3,2.03128008265847,8.37831876179748,2
"pif47","FR",3,2.44783234037922,6.57548653052122,2
"pif47","FR",3,2.01444968840713,10.8053606151603,2
"pif47","WL",3,3.04159874933471,10.7719473324555,2
"pif47","WL",3,2.34883002125367,9.06192977535941,2
"pif47","WL",3,3.46854625056364,11.9475998720714,2
"pif47","WL",3,2.722068764357,5.57853317692693,2
"pif47","WL",3,4.40931578805418,10.1744683365328,2
"pif47","WL",3,2.44906986936829,6.24630381942876,2
"pif47","WL",3,2.42159672581095,5.74337203827097,2
"pif47","WL",3,1.96098843607933,7.98577456646468,2
"pif47","WL",3,2.39833118081645,13.3336323398291,2
"pif47","WL",3,2.96709950419273,9.37551962118959,2
"Col-0","FR",2,2.32110937189852,6.75319569335158,2
"Col-0","FR",2,1.14100172792196,10.7417516251222,2
"Col-0","FR",2,0.637822440966356,11.6327724972521,2
"Col-0","FR",2,2.28942862977834,5.50923155353904,2
"Col-0","FR",2,1.4110305533369,9.19508789458327,2
"Col-0","FR",2,2.90918314750429,11.9622027141424,2
"Col-0","FR",2,3.05966667257512,8.640922413278,2
"Col-0","FR",2,2.13300496555998,10.5152838201225,2
"Col-0","FR",2,2.40649887214431,8.13650559733333,2
"Col-0","FR",2,2.52777671307311,10.5882980304776,2
"pif4","FR",3,2.14760780763099,9.67524914234219,2
"pif4","FR",3,1.09372812053951,7.83702358197854,2
"pif4","FR",3,0.724201964403398,11.0550939651545,2
"pif4","FR",3,1.16674233089461,9.21142327723899,2
"pif4","FR",3,2.41466656347216,6.3361484240352,2
